cyclone_name,day,url,source,num_articles
b'khanun',20230727,"['https://www.reuters.com/world/asia-pacific/typhoon-doksuri-shuts-businesses-grounds-flights-taiwan-2023-07-27/', 'https://wiky.com/2023/07/26/typhoon-doksuri-shuts-businesses-grounds-flights-in-taiwan/', 'https://www.hindustantimes.com/lifestyle/travel/taiwan-shuts-schools-in-south-east-as-typhoon-doksuri-moves-toward-china-101690431273811.html', 'https://www.laprensalatina.com/at-least-5-dead-as-typhoon-doksuri-hits-philippines/', 'https://www.sconeadvocate.com.au/story/8286127/typhoon-kills-seven-displaces-26000-in-philippines/', 'https://www.seattletimes.com/nation-world/taiwan-shuts-down-schools-and-offices-as-typhoon-doksuri-scrapes-the-islands-coast/', 'https://abcnews.go.com/International/wireStory/taiwan-shuts-schools-offices-typhoon-doksuri-scrapes-islands-101704457', 'https://apnews.com/article/typhoon-doksuri-taiwan-china-46d39bdd71377ff877b2b6da971ac995', 'https://www.dw.com/en/typhoon-doksuri-taiwan-shuts-businesses-cancels-flights/a-66360974', 'https://www.calcuttanews.net/news/273912690/super-typhoon-targets-china-after-ferry-capsize-off-manila-kills-25']","['reuters.com', 'wiky.com', 'hindustantimes.com', 'laprensalatina.com', 'sconeadvocate.com.au', 'seattletimes.com', 'go.com', 'apnews.com', 'dw.com', 'calcuttanews.net']",10
b'doksuri',20230728,"['https://www.hawaiitelegraph.com/news/273913310/with-winds-of-138-mph-taiwan-china-prepares-for-typhoon-doksuri', 'https://www.shanghainews.net/news/273913310/china-taiwan-prepare-for-most-powerful-typhoon-this-year', 'https://www.newdelhitimes.com/coastal-chinese-city-joins-parts-of-taiwan-in-shutting-down-schools-and-offices-for-typhoon-doksuri/', 'https://www.cnn.com/2023/07/28/asia/typhoon-doksuri-china-landfall-intl-hnk/', 'https://krdo.com/news/2023/07/27/typhoon-doksuri-lashes-chinas-fujian-province-after-leaving-39-dead-in-the-philippines/', 'https://www.australiannews.net/news/273913647/china-braces-for-typhoon-doksuri', 'https://www.aol.com/news/typhoon-doksuri-lashes-china-fujian-054233615.html']","['hawaiitelegraph.com', 'shanghainews.net', 'newdelhitimes.com', 'cnn.com', 'krdo.com', 'australiannews.net', 'aol.com']",7
b'khanun',20230729,"['https://www.chinanationalnews.com/news/273914124/typhoon-doksuri-makes-landfall-in-china-fujian-province', 'https://www.singaporestar.com/news/273914359/inpics-typhoon-doksuri-makes-landfall-in-southeast-china']","['chinanationalnews.com', 'singaporestar.com']",2
b'khanun',20230731,"['https://www.theaustralian.com.au/news/latest-news/raging-storm-batters-northern-china/news-story/4c88b150eed4c48a2d084a4fb6998794?nk=251de917013c97909bcc35812b7613a9-1690793225', 'https://edition.cnn.com/2023/07/31/asia/china-beijing-typhoon-doksuri-khanun-damage-intl-hnk/', 'https://www.hindustantimes.com/world-news/typhoon-doksuri-beijing-high-risk-of-beijings-rare-highest-alert-as-typhoon-doksuri-hits-china-101690790064820.html', 'https://www.firstpost.com/world/watch-beijings-roads-turn-into-rivers-as-typhoon-doksuri-turns-violent-in-china-12938822.html']","['theaustralian.com.au', 'cnn.com', 'hindustantimes.com', 'firstpost.com']",4
b'unnamed',20230802,['https://www.talkvietnam.com/tag/storm-to-hit-florida/'],['talkvietnam.com'],1
b'khanun',20230803,"['https://www.marketscreener.com/quote/index/MSCI-TAIWAN-STRD-107361484/news/In-southern-Japan-Typhoon-Khanun-kills-2-cuts-power-to-166-000-homes-44501445/', 'https://www.yakimaherald.com/news/nation_and_world/world/typhoon-khanun-forecast-to-turn-back-to-japanese-islands-where-it-already-left-damage-and/article_bcde122c-0826-51de-8336-c15c081f370b.html', 'https://www.ottumwacourier.com/news/national_news/typhoon-khanun-forecast-to-turn-back-to-japanese-islands-where-it-already-caused-damage-and/article_449e5a73-5b3a-5134-b7f6-0336c5731da8.html', 'https://www.news-gazette.com/news/nation-world/typhoon-khanun-forecast-to-turn-back-to-japanese-islands-where-it-already-caused-damage-and/article_f41ac5e6-f091-5a57-a581-8258f90a90c3.html']","['marketscreener.com', 'yakimaherald.com', 'ottumwacourier.com', 'news-gazette.com']",4
b'eugene',20230806,['https://mymixfm.com/2023/08/06/tropical-storm-eugene-off-coast-of-mexico-could-strengthen-to-hurricane/'],['mymixfm.com'],1
b'khanun',20230809,"['https://www.aol.com/typhoon-khanun-lashes-southern-japan-022226184.html', 'https://mymixfm.com/2023/08/08/typhoon-khanun-lashes-southern-japan-north-braces-for-another-storm/', 'https://timesofindia.indiatimes.com/world/rest-of-world/japan-south-korea-issue-warnings-as-storm-khanun-moves-north/articleshow/102560715.cms', 'https://www.channelnewsasia.com/asia/japan-south-korea-issue-warnings-storm-khanun-rain-3687606']","['aol.com', 'mymixfm.com', 'indiatimes.com', 'channelnewsasia.com']",4
b'eugene',20230810,"['https://www.wsbtv.com/news/trending/hawaii-wildfires-blazes-fueled-by-hurricane-winds-prompt-evacuations/DMNT255L6RCKXJZDHGP2SMIQ7Q/', 'https://wjactv.com/news/nation-world/hawaii-maui-wildfires-residents-safety-island-natives-evacuations-strong-winds-vacation-airport-cancellations-national-coast-guard-honolulu-hurricane-smoke-plume-weather-firefighters-tourists']","['wsbtv.com', 'wjactv.com']",2
b'lan',20230812,['https://www.mizzima.com/article/china-rains-death-toll-rises-78-new-storm-approaches'],['mizzima.com'],1
b'dora',20230814,['https://www.airport-technology.com/news/japan-set-to-cancel-flights-due-to-oncoming-typhoon-lan/'],['airport-technology.com'],1
b'fernanda',20230818,"['https://www.chronicleonline.com/news/world/hurricane-hilary-strengthens-off-mexicos-pacific-coast-and-could-bring-heavy-rain-to-us-southwest/article_199881eb-ee29-5075-bafe-9b05cdfa5bc2.html', 'https://www.wfmz.com/news/hurricane-hilary-strengthens-off-mexicos-pacific-coast-and-could-bring-heavy-rain-to-us-southwest/article_af77667d-7b65-5abc-8267-51420b34feed.html', 'https://www.news-gazette.com/news/nation-world/hurricane-hilary-strengthens-off-mexicos-pacific-coast-and-could-bring-heavy-rain-to-us-southwest/article_cf452ccd-c86c-5441-8512-d6ed4d1cdabe.html', 'https://www.cbsnews.com/news/hurricane-hilary-path-and-timeline-heres-when-and-where-the-storm-is-projected-to-hit-california/', 'https://www.mexicostar.com/news/273935543/240000-evacuated-flights-canceled-as-typhoon-strikes-japan', 'https://www.wlky.com/article/hurricane-hilary-forms-off-mexicos-pacific-coast/44844106', 'https://www.zawya.com/en/world/americas/major-hurricane-heads-towards-mexicos-baja-california-ydz55ogu', 'https://www.latimes.com/california/story/2023-08-18/6-things-to-know-about-hurricane-hilary-as-it-heads-to-southern-california', 'https://www.dailybulletin.com/2023/08/18/hurricane-hilary-prompts-first-ever-tropical-storm-watch-in-california/', 'https://www.smdailyjournal.com/news/world/hurricane-hilary-grows-rapidly-off-mexico-rare-tropical-storm-watch-issued-for-california/article_fe4b05f1-a77a-5761-8296-b0142e4d7df0.html', 'https://www.ivpressonline.com/news/world/hurricane-hilary-grows-rapidly-off-mexico-rare-tropical-storm-watch-issued-for-california/article_810c0980-c32b-55d2-b3e8-7f59047161a0.html', 'https://mynorthwest.com/3921839/hurricane-hilary-grows-rapidly-off-mexico-rare-tropical-storm-watch-issued-for-california/', 'https://www.abc10.com/article/weather/severe-weather/hurricane-hilary-update-track-california/103-d63f149a-0c99-4812-b567-0bf1f2ebd3cd', 'https://news.yahoo.com/hurricane-hilary-heads-toward-california-191522552.html', 'https://www.thestar.com.my/news/world/2023/08/19/powerful-hurricane-hilary-to-weaken-before-reaching-california-sunday']","['chronicleonline.com', 'wfmz.com', 'news-gazette.com', 'cbsnews.com', 'mexicostar.com', 'wlky.com', 'zawya.com', 'latimes.com', 'dailybulletin.com', 'smdailyjournal.com', 'ivpressonline.com', 'mynorthwest.com', 'abc10.com', 'yahoo.com', 'thestar.com.my']",15
b'fernanda',20230819,"['https://www.kqed.org/news/11958562/hurricane-hilary-hits-what-california-and-the-bay-area-can-expect', 'https://www.laprensalatina.com/mexico-california-brace-for-hurricane-hilary/', 'https://www.dailybreeze.com/2023/08/18/southern-california-prepares-for-unprecedented-tropical-storm-as-hurricane-hilary-hits-mexico/', 'https://gazettereview.com/hurricane-hilary-barrels-toward-southern-california-in-rare-event/', 'https://www.kawc.org/npr-news/npr-news/2023-08-19/hurricane-hilary-prompts-flood-watch-from-mexico-to-north-of-los-angeles', 'https://floridapolitics.com/archives/629786-ron-desantis-ready-to-help-california-as-hurricane-hilary-bears-down/', 'https://news.yahoo.com/desantis-offers-support-california-hurricane-143425981.html', 'https://abc30.com/hurricane-hilary-tropical-storm-california-impact-watch/13672068/', 'https://www.politico.com/news/2023/08/19/desantis-offers-support-to-california-as-hurricane-hillary-bears-down-00111959', 'https://www.mynbc5.com/article/hurricane-hilary-catastrophic-flooding-mexico-california/44856892']","['kqed.org', 'laprensalatina.com', 'dailybreeze.com', 'gazettereview.com', 'kawc.org', 'floridapolitics.com', 'yahoo.com', 'abc30.com', 'politico.com', 'mynbc5.com']",10
b'fernanda',20230820,"['https://radio.wpsu.org/2023-08-19/hurricane-hilary-will-bring-rainfall-and-flooding-to-southern-california', 'https://www.msnbc.com/msnbc/watch/california-officials-urge-preparing-for-very-dangerous-hurricane-hilary-191181381610', 'https://star941fm.iheart.com/content/2023-08-19-flights-cancelled-as-hurricane-hilary-makes-its-way-to-southern-california/', 'https://www.ealingtimes.co.uk/news/national/23734617.hurricane-hilary-downgraded-mexico-california-brace-impact/', 'https://www.timesandstar.co.uk/news/national/23734617.hurricane-hilary-moves-near-mexicos-baja-coast-packing-deadly-rainfall/', 'https://www.wsgw.com/hurricane-hilary-path-when-and-where-the-storm-is-projected-to-hit-california/', 'https://wfin.com/fox-national-news/hurricane-hilary-evacuation-warnings-issued-in-california-as-storm-expected-to-bring-catastrophic-flooding/', 'https://guernseypress.com/news/world-news/2023/08/20/tropical-storm-hilary-packs-deadly-rainfall-along-mexicos-baja-coast/', 'https://www.wemu.org/npr-national-news/2023-08-20/hilary-now-a-tropical-storm-is-nearing-california-from-mexico-with-punishing-rains', 'https://www.nbclosangeles.com/local/photos-tropical-storm-hilary-arrives-in-southern-california/3209507/', 'https://www.fontanaheraldnews.com/news/tropical-storm-hilary-hits-southern-california/article_0ca3ee70-3df5-11ee-9d62-9f150f43c21c.html', 'https://www.kwit.org/2023-08-20/tropical-storm-hilary-makes-landfall-in-mexico-approaching-u-s-with-punishing-rains', 'https://www.japanherald.com/news/273937997/tropical-storm-hilary-poses-flooding-threat-to-mexico-us']","['wpsu.org', 'msnbc.com', 'iheart.com', 'ealingtimes.co.uk', 'timesandstar.co.uk', 'wsgw.com', 'wfin.com', 'guernseypress.com', 'wemu.org', 'nbclosangeles.com', 'fontanaheraldnews.com', 'kwit.org', 'japanherald.com']",13
b'fernanda',20230821,"['https://www.fbcnews.com.fj/world/california-braces-for-imminent-storm-hilary-arrival/', 'https://www.kclu.org/national-and-global/national-and-global/2023-08-20/tropical-storm-hilary-approaches-southern-california-with-punishing-rains', 'https://www.independent.co.uk/climate-change/news/tropical-storm-hurricane-hilary-california-b2396332.html', 'https://www.thecalifornian.com/story/news/politics/2023/08/20/fema-funding-tropical-storm-hilary-weather-disaster/70636748007/', 'https://www.odt.co.nz/news/world/quake-rattles-california-tropical-storm-bears-down', 'https://english.alarabiya.net/News/world/2023/08/21/Tropical-Storm-Hilary-reaches-California-following-devastating-impact-on-north-Mexico', 'https://www.wmuk.org/npr-news/npr-news/2023-08-20/tropical-storm-hilary-unleashes-heavy-rains-and-flooding-on-southern-california', 'https://www.2news.com/news/california/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert/article_512f50e4-a429-5a56-bacf-0d2196b0d627.html', 'https://www.mymotherlode.com/news/state/3212805/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert.html', 'https://www.prpeak.com/world-news/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert-7432759', 'https://www.news4jax.com/news/national/2023/08/21/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert/', 'https://www.chronicleonline.com/news/national/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert/article_df94d307-a88c-5fa0-8659-a90b0649788c.html', 'https://www.cbsnews.com/sacramento/live-updates/hurricane-hilary-live-updates-southern-california-bracing-for-wind-and-rain/', 'https://www.canberratimes.com.au/story/8316031/tropical-storm-hilary-unleashes-flooding-in-california/?cs=14232', 'https://www.airdriecityview.com/world-news/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert-7432758', 'https://www.mankatofreepress.com/news/state_national_news/southern-california-braces-for-more-floods-as-tropical-storm-soaks-region-from-coast-to-desert/article_37f6c467-ec22-5dc3-8c2b-be4631e73c06.html', 'https://thenewdaily.com.au/news/world/us-news/2023/08/21/tropical-storm-hilary-flooding-california/', 'https://www.rnz.co.nz/news/world/496286/tropical-storm-hilary-releases-fury-on-southern-california', 'https://www.neworleanssun.com/news/273938362/tropical-storm-hilary-brings-flooding-rains-to-california', 'https://www.ctvnews.ca/climate-and-environment/southern-california-prepares-for-more-floods-as-post-tropical-storm-hilary-soaks-from-coast-to-desert-1.6527442', 'https://www.wusa9.com/article/news/nation-world/southern-california-more-floods-as-tropical-storm-hilary-weakens/507-a8875694-96c1-4cd3-9fe8-b25e66c02dad', 'https://www.mercurynews.com/2023/08/21/southern-california-prepares-for-more-floods-as-post-tropical-storm-hilary-brings-more-rain/', 'https://omaha.com/news/nation-world/southern-california-prepares-for-more-floods-as-post-tropical-storm-hilary-brings-more-rain/article_d027f4d2-4135-51c0-b3a7-7dc769c0f830.html', 'https://www.bozemandailychronicle.com/ap_news/southern-california-prepares-for-more-floods-as-post-tropical-storm-hilary-brings-more-rain/article_735e9d2e-f70f-588d-8de7-a32f270c26d8.html', 'https://www.delta-optimist.com/world-news/southern-california-prepares-for-more-floods-as-tropical-storm-hilary-soaks-from-coast-to-desert-7432759', 'https://www.natureworldnews.com/articles/58022/20230821/hurricane-hilary-expected-threaten-california-deep-floods-evacuations-already-underway.htm', 'https://www.cbsnews.com/newyork/news/tropical-storm-hilary-southern-california-nevada-rain-flooding/', 'https://www.geo.tv/latest/506116-dwayne-johnson-extends-support-to-victims-maui-fires-californias-hurricane-hilary', 'https://www.wbay.com:443/2023/08/21/southern-california-braces-more-floods-tropical-storm-soaks-region/', 'https://www.inquirer.com/news/nation-world/tropical-storm-hilary-southern-california-20230821.html', 'https://www.wgbh.org/news/national/2023-08-21/tropical-storm-hilary-southern-california-prepares-for-more-floods', 'https://abc7news.com/tropical-storm-hilary-hurricane-california-impact-watch/13679637/', 'https://www.myqcountry.com/2023/08/21/tropical-storm-hilary-makes-landfall-in-northern-baja-california/', 'https://www.sunjournal.com/2023/08/21/post-tropical-storm-hilary-pushes-into-nevada-after-drenching-california/', 'https://www.ottumwacourier.com/news/national_news/post-tropical-storm-hilary-pushes-into-nevada-after-drenching-southern-california/article_10dcfbde-9559-5c2c-95db-4d7a86518f3a.html', 'https://www.dailyitem.com/wire/post-tropical-storm-hilary-pushes-into-nevada-after-drenching-southern-california/article_a644fbf6-89ef-5846-8bc0-284b214c766a.html', 'https://www.csmonitor.com/USA/2023/0821/Tropical-Storm-Hilary-deluges-Southern-California-Mexico', 'https://triblive.com/news/world/post-tropical-storm-hilary-pushes-into-nevada-after-drenching-southern-california/']","['fbcnews.com.fj', 'kclu.org', 'independent.co.uk', 'thecalifornian.com', 'odt.co.nz', 'alarabiya.net', 'wmuk.org', '2news.com', 'mymotherlode.com', 'prpeak.com', 'news4jax.com', 'chronicleonline.com', 'cbsnews.com', 'canberratimes.com.au', 'airdriecityview.com', 'mankatofreepress.com', 'thenewdaily.com.au', 'rnz.co.nz', 'neworleanssun.com', 'ctvnews.ca', 'wusa9.com', 'mercurynews.com', 'omaha.com', 'bozemandailychronicle.com', 'delta-optimist.com', 'natureworldnews.com', 'cbsnews.com', 'geo.tv', 'wbay.com', 'inquirer.com', 'wgbh.org', 'abc7news.com', 'myqcountry.com', 'sunjournal.com', 'ottumwacourier.com', 'dailyitem.com', 'csmonitor.com', 'triblive.com']",38
b'gert',20230822,"['https://www.quesnelobserver.com/news/like-a-hurricane-west-kelowna-fire-chief-recounts-devastation/', 'https://www.nbcdfw.com/weather/weather-connection/tropical-depression-9-forms-in-gulf-of-mexico-expected-to-become-tropical-storm-harold/3321040/', 'https://wpde.com/news/local/south-carolina-american-red-cross-volunteers-deploy-to-california-to-assist-with-hilary-aftermath-disasters-hurricane-earthquake-08-21-2023', 'https://www.campbellrivermirror.com/news/like-a-hurricane-west-kelowna-fire-chief-recounts-devastation-2334948', 'https://www.archyde.com/severe-flooding-in-california-unprecedented-damage-caused-by-tropical-storm-hilary/', 'https://973thedawg.com/ixp/36/p/southeastern-texas-preparing-for-tropical-storm-to-make-landfall-tuesday-morning/', 'https://www.livemint.com/news/world/storm-hilary-triggers-floods-mudslides-in-south-california-now-moves-northern-region-11692665875562.html', 'https://www.rappler.com/world/us-canada/tropical-storm-hilary-updates-august-21-2023/', 'https://www.kiiitv.com/article/weather/severe-weather/city-of-corpus-christi-finalizes-response-plans-for-storm/503-b5f25170-3f81-4062-a720-859e0288d21e', 'http://www.khits.com/story/64e4100f5e0a2a072a31687f/oklahoma-veterinarians-business-ravaged-by-fathers-day-storm-receives-hopeful-news', 'https://www.ktbs.com/weather/hurricane-tracker/tropical-storm-harold-heads-toward-south-texas-threatening-floods-and-dangerous-storm-surge/article_ad3392b5-6d26-5357-a6ed-7a795918a8ca.html', 'https://omaha.com/news/nation-world/tropical-storm-harold-heads-toward-south-texas-threatening-floods-and-dangerous-storm-surge/article_495944fe-095a-56fc-8e85-5effab800970.html', 'https://news.yahoo.com/texas-braces-flooding-tropical-storm-111320639.html', 'https://www.kentuckytoday.com/news/world/haiti-and-dominican-republic-brace-for-tropical-storm-franklin-as-harold-approaches-texas-coast/article_4441079b-790e-5c55-95cd-d804db751a25.html', 'https://www.thesunchronicle.com/news/nation_world/haiti-and-dominican-republic-brace-for-tropical-storm-franklin-as-harold-approaches-texas-coast/article_5ced4f1f-3f65-54de-a3e5-a9775b94f100.html', 'https://www.cleveland.com/news/2023/08/haiti-and-dominican-republic-brace-for-tropical-storm-franklin-as-harold-approaches-texas-coast.html', 'https://www.andovertownsman.com/news/storm-damage-estimate-rises-to-30-million/article_a9c01944-7721-5d6f-9729-c94a6c528041.html', 'https://www.13newsnow.com/article/news/nation-world/tropical-storm-hilary-how-it-formed/507-4c6b11c9-7c6a-47ca-9bf9-9f98414d6e95', 'https://www.aol.com/tropical-storm-harold-path-live-125629825.html', 'https://abc-7.com/news/local/lee-county/2023/08/22/suv-fished-from-fort-myers-beach-swimming-pool-still-sitting-in-yard-nearly-one-year-after-hurricane-ian/', 'https://www.click2houston.com/news/texas/2023/08/22/tropical-storm-harold-makes-landfall-on-texas-coast-it-is-expected-to-bring-rain-along-the-border/', 'https://timesofsandiego.com/education/2023/08/21/after-storm-delay-san-diego-unified-to-open-for-first-day-of-school-tuesday/', 'https://www.theepochtimes.com/world/dominican-republic-starts-shuttering-schools-and-offices-ahead-of-tropical-storm-franklin-5477896', 'https://www.dailybulletin.com/2023/08/22/tropical-storm-hilary-reality-or-hype-weather-stories-covered-it-all/', 'https://www.presstelegram.com/2023/08/22/scary-landing-as-jets-wheel-collapses-on-touchdown-in-california-during-tropical-storm-hilary/', 'https://www.fox5dc.com/news/alaska-airlines-passengers-scream-as-plane-makes-hard-landing-amid-tropical-storm-hilary-sparks-outside']","['quesnelobserver.com', 'nbcdfw.com', 'wpde.com', 'campbellrivermirror.com', 'archyde.com', '973thedawg.com', 'livemint.com', 'rappler.com', 'kiiitv.com', 'khits.com', 'ktbs.com', 'omaha.com', 'yahoo.com', 'kentuckytoday.com', 'thesunchronicle.com', 'cleveland.com', 'andovertownsman.com', '13newsnow.com', 'aol.com', 'abc-7.com', 'click2houston.com', 'timesofsandiego.com', 'theepochtimes.com', 'dailybulletin.com', 'presstelegram.com', 'fox5dc.com']",26
b'franklin',20230823,"['https://www.kristv.com/news/local-news/local-businesses-stay-open-in-kingsville-despite-tropical-storm-harold', 'https://www.breakingnews.ie/world/california-towns-dig-out-of-the-mud-from-first-tropical-storm-in-84-years-1517825.html', 'https://www.oaoa.com/local-news/tropical-storm-harold-makes-landfall-in-south-texas-bringing-welcome-rain-and-cooler-temperatures/', 'https://townhall.com/tipsheet/juliorosas/2023/08/22/la-mayor-accuses-abbott-of-sending-migrants-to-city-during-tropical-storm-theres-one-problem-n2627357', 'https://www.kens5.com/article/news/verify/extreme-weather-verify/category-6-hurricane-florida-carolinas-september-claims-false/536-c324dc47-4c06-4071-ad8f-59d8b58b7126', 'https://www.natlawreview.com/article/hawaii-wildfires-need-disaster-preparedness-just-time-peak-hurricane-season', 'https://www.belfasttelegraph.co.uk/opinion/columnists/allison-morris/silence-now-deafening-from-psni-chief-in-eye-of-data-breach-storm/a1488517153.html', 'https://www.ctvnews.ca/climate-and-environment/dominican-republic-shutters-schools-and-offices-ahead-of-tropical-storm-franklin-1.6529267', 'https://www.dailyadvertiser.com.au/story/8319814/hail-and-damaging-winds-lash-region-as-swift-storm-front-sweeps-through/?cs=9402', 'http://www.hngn.com/articles/251477/20230822/tropical-storm-harold-makes-landfall-in-texas-downgraded-to-depression.htm', 'https://www.dailyadvertiser.com.au/story/8319814/hail-and-damaging-winds-lash-region-as-swift-storm-front-sweeps-through/?cs=9612', 'https://triblive.com/news/world/tropical-storm-franklin-nears-the-dominican-republic-and-haiti-bringing-life-threatening-flooding/', 'https://www.marketscreener.com/news/latest/Storm-Franklin-approaches-Hispaniola-prompting-rush-of-aid-to-vulnerable-populations--44673854/', 'https://www.ridgecrestca.com/news/storm-floods-balsam-street/article_72bf7546-4118-11ee-bcbb-b7e24fc67640.html', 'https://wfin.com/fox-political-news/los-angeles-mayor-accuses-abbott-of-bussing-migrants-from-texas-to-california-during-tropical-storm-hilary/', 'https://www.venezuelastar.com/news/273938817/post-tropical-storm-hilary-brings-flooding-rains-to-california', 'https://mix106radio.com/ixp/737/p/stunning-photos-capture-fierce-boise-storm-double-rainbow/', 'https://www.nigeriasun.com/news/273940762/tropical-storm-franklin-nears-haiti-dominican-republic', 'https://www.clickondetroit.com/news/world/2023/08/23/tropical-storm-franklin-nears-haiti-and-the-dominican-republic-bringing-fears-of-floods-landslides/', 'https://www.clactonandfrintongazette.co.uk/news/national/23741026.flooding-fears-tropical-storm-franklin-nears-haiti-dominican-republic/', 'https://www.eagletribune.com/region/tropical-storm-franklin-nears-haiti-and-the-dominican-republic-bringing-fears-of-floods-landslides/article_87c2a143-8626-5850-8cb9-c33f594dd2c4.html', 'https://www.wptv.com/weather/tropical-weather/tropical-storm-franklin-nears-haiti-and-dominican-republic-bringing-fears-of-floods-landslides', 'https://www.bostonglobe.com/2023/08/23/world/tropical-storm-franklin-nears-haiti-dominican-republic-bringing-fears-floods-landslides/', 'https://www.mykxlg.com/news/world/tropical-storm-franklin-nears-haiti-and-the-dominican-republic-bringing-fears-of-floods-landslides/article_43910428-6e54-5f42-956a-296839c29000.html', 'https://www.kwxx.com/2023/08/23/tropical-storm-harold-makes-landfall-in-texas-with-threats-of-flooding-tornadoes/', 'https://1037qcountry.com/news/030030-tropical-storm-franklin-nears-haiti-and-the-dominican-republic-bringing-fears-of-floods-landslides/', 'https://www.dailyherald.com/news/20230823/tropical-storm-franklin-makes-landfall-and-dumps-heavy-rain-on-haiti-and-dominican-republic', 'https://www.kulr8.com/news/national/see-it-tropical-storm-hilary-flooding-leaves-road-completely-destroyed/article_ec01ba4c-eb9e-51eb-98ee-0c367327a4ad.html', 'https://www.voiceofalexandria.com/news/national/see-it-tropical-storm-hilary-flooding-leaves-road-completely-destroyed/article_c93aeb36-68ff-57a7-ab0e-3426d6690908.html', 'https://www.hazard-herald.com/news/national/see-it-tropical-storm-hilary-flooding-leaves-road-completely-destroyed/article_638f3aa6-ffea-5e3d-9f2a-400ca96e61f2.html', 'https://www.abc15.com/weather/most-accurate-forecast-storm-threat-increases-across-arizona-as-remnants-of-another-tropical-system-arrive', 'https://www.ivpressonline.com/news/world/tropical-storm-franklin-makes-landfall-dumping-heavy-rain-on-haiti-and-the-dominican-republic/article_4c20c068-0893-585b-b6f1-e2d332cb2c3e.html', 'https://www.idahopress.com/news/world/tropical-storm-franklin-makes-landfall-dumping-heavy-rain-on-haiti-and-the-dominican-republic/article_e9bcffc7-f278-51f0-8bdc-2ae8f21f1137.html', 'https://www.thereminder.ca/world-news/tropical-storm-franklin-makes-landfall-dumping-heavy-rain-on-haiti-and-the-dominican-republic-7443748', 'https://www.theyeshivaworld.com/news/general/2218835/tropical-storm-franklin-makes-landfall-and-dumps-heavy-rain-on-haiti-and-dominican-republic.html', 'https://www.journalgazette.net/news/world/tropical-storm-franklin-makes-landfall-dumps-heavy-rain-on-haiti-dominican-republic/article_fba50147-5b4a-546b-9e2e-b3e5b0524adc.html', 'https://www.alicetx.com/2023/08/22/del-mar-college-to-remain-closed-the-rest-of-today-aug-22-due-to-tropical-storm-harold/', 'https://www.dawn.com/news/1771749/saudi-storm-brings-lightning-fierce-winds-to-makkah', 'https://www.theadvocate.com/baton_rouge/news/hurricane/harold-no-longer-tropical-storm-franklin-loses-strength/article_a8bc1738-8270-5ad2-9279-a8a8ba49ba47.html', 'https://www.nola.com/news/hurricane/harold-no-longer-tropical-storm-franklin-loses-strength/article_d2018b8e-41e0-11ee-bc04-db1dfac5ce3d.html', 'https://www.iolaregister.com/news/world-news/tropical-storm-franklin-hits-haiti', 'https://www.nvdaily.com/associated_press_national/tropical-storm-hits-caribbean-wildfires-rage-in-greece-what-to-know-about-extreme-weather-now/article_2d90272b-bcdf-54a7-9b72-1f6ff5fd13a6.html', 'https://www.djournal.com/news/nation-world/tropical-storm-hits-caribbean-wildfires-rage-in-greece-what-to-know-about-extreme-weather-now/article_921a0cd9-50ce-5ac0-977d-5a43da29f111.html', 'https://www.winnipegfreepress.com/arts-and-life/life/greenpage/2023/08/23/tropical-storm-hits-caribbean-wildfires-rage-in-greece-what-to-know-about-extreme-weather-now', 'https://www.centralmaine.com/2023/08/23/tropical-storm-franklin-makes-landfall-dumping-heavy-rain-on-haiti-and-the-dominican-republic/']","['kristv.com', 'breakingnews.ie', 'oaoa.com', 'townhall.com', 'kens5.com', 'natlawreview.com', 'belfasttelegraph.co.uk', 'ctvnews.ca', 'dailyadvertiser.com.au', 'hngn.com', 'dailyadvertiser.com.au', 'triblive.com', 'marketscreener.com', 'ridgecrestca.com', 'wfin.com', 'venezuelastar.com', 'mix106radio.com', 'nigeriasun.com', 'clickondetroit.com', 'clactonandfrintongazette.co.uk', 'eagletribune.com', 'wptv.com', 'bostonglobe.com', 'mykxlg.com', 'kwxx.com', '1037qcountry.com', 'dailyherald.com', 'kulr8.com', 'voiceofalexandria.com', 'hazard-herald.com', 'abc15.com', 'ivpressonline.com', 'idahopress.com', 'thereminder.ca', 'theyeshivaworld.com', 'journalgazette.net', 'alicetx.com', 'dawn.com', 'theadvocate.com', 'nola.com', 'iolaregister.com', 'nvdaily.com', 'djournal.com', 'winnipegfreepress.com', 'centralmaine.com']",45
