cyclone_name,day,url,source,num_articles
b'mandous',20221204,['https://wcfcourier.com/news/national/sand-is-like-gold-the-pricey-race-to-restore-florida-beaches-before-the-next-hurricane/article_71ace835-abcc-58bc-b2d1-35b008be5cfe.html'],['wcfcourier.com'],1
b'mandous',20221205,['https://www.cbsnews.com/news/mysterious-structure-florida-beach-volusia-county-hurricane-erosion/'],['cbsnews.com'],1
b'mandous',20221206,['https://www.keysnews.com/opinion/what-is-florida-s-plan-for-the-next-hurricane-season/article_bb7e3390-7598-11ed-9a13-c3c7790d19d2.html'],['keysnews.com'],1
b'unnamed',20221214,['https://www.bnnbloomberg.ca/florida-pushes-bill-to-tame-storm-driven-rise-of-insurance-costs-1.1859332'],['bnnbloomberg.ca'],1
b'unnamed',20230115,"['https://lancasteronline.com/news/national/storm-battered-california-gets-more-wind-rain-and-snow/article_64bf32be-1c01-52bc-8118-ef36fc68aa47.html', 'https://www.heraldbulletin.com/news/nation_world/storm-battered-california-gets-more-wind-rain-and-snow/article_72161e1e-6a7e-584f-bbb6-938d83b67180.html', 'https://www.meridianstar.com/news/nation_and_world/storm-battered-california-gets-more-wind-rain-and-snow/article_32e6bca8-0855-5e4d-b4d4-8edd488e83d2.html', 'https://www.fredericknewspost.com/public/ap/storm-battered-california-gets-more-wind-rain-and-snow/article_b50f7a85-532d-525c-a839-af1ad55956d3.html', 'https://www.dailyindependent.com/national/storm-battered-california-gets-more-wind-rain-and-snow/article_5eb51435-2a45-5f68-816e-3b708f7a32a4.html', 'https://www.2news.com/news/california/storm-battered-california-gets-more-wind-rain-and-snow/article_649d3f31-59a3-5a13-820d-f1b2059f0aa7.html', 'https://lufkindailynews.com/anpa/us/storm-battered-california-gets-more-wind-rain-and-snow/article_e68a2913-4e42-5c90-ada9-6b128b80a1c6.html', 'https://www.clintonherald.com/region/storm-battered-california-gets-more-wind-rain-and-snow/article_6ee77e82-d73f-52e2-823d-fcf6cde59475.html', 'https://www.newsitem.com/news/national/storm-battered-california-gets-more-wind-rain-and-snow/article_af4a344b-fe96-5986-b1dd-78dbf0c957d2.html', 'http://www.metro.us/storm-battered-california-gets-more-wind-rain-and-snow/', 'https://news.yahoo.com/northern-california-storm-coverage-jan-050645770.html', 'http://thepeninsulaqatar.com/article/15/01/2023/biden-declares-disaster-as-california-takes-another-storm-pounding', 'https://www.aljazeera.com/news/2023/1/15/biden-declares-disaster-as-california-takes-another-storm-poundin', 'https://www.foxla.com/news/biden-approves-california-disaster-declaration-as-another-atmospheric-river-storm-prepares-to-pummel-state', 'https://www.wtae.com/article/storm-battered-california-gets-more-wind-rain-snow/42509924']","['lancasteronline.com', 'heraldbulletin.com', 'meridianstar.com', 'fredericknewspost.com', 'dailyindependent.com', '2news.com', 'lufkindailynews.com', 'clintonherald.com', 'newsitem.com', 'metro.us', 'yahoo.com', 'thepeninsulaqatar.com', 'aljazeera.com', 'foxla.com', 'wtae.com']",15
b'unnamed',20230116,"['https://www.newzimbabwe.com/spouses-and-children-of-sacked-lobels-biscuits-workers-storm-the-factory/', 'https://lasvegassun.com/news/2023/jan/15/storm-dumps-nearly-20-inches-of-snow-on-northern-a/', 'https://www.texarkanagazette.com/news/2023/jan/15/a-storm-lashed-tree-damages-your-home-or-car-whos/', 'https://www.geelongadvertiser.com.au/news/world/president-joe-biden-orders-federal-aid-to-california-due-to-disastrous-winter-storm/video/4b7b028507bce21e8c8c7d8a45379813?nk=c6544666449a363736a4a0f9d2bc9bc9-1673848002', 'https://saharareporters.com/2023/01/16/terrorists-storm-church-katsina-northwest-nigeria-kidnap-25-worshippers', 'https://www.sunjournal.com/2023/01/15/icy-windy-storm-likely-to-make-travel-slippery-in-coastal-areas-monday/', 'https://www.dailyrepublic.com/all-dr-news/wires/state-nation-world/rain-storm-bound-for-state-could-be-light-at-end-of-the-tunnel/', 'http://www.msn.com/en-us/news/us/remains-of-missing-hurricane-ian-victim-discovered-on-sunken-sailboat-in-fort-myers-beach/ar-AA16oPOt']","['newzimbabwe.com', 'lasvegassun.com', 'texarkanagazette.com', 'geelongadvertiser.com.au', 'saharareporters.com', 'sunjournal.com', 'dailyrepublic.com', 'msn.com']",8
b'cheneso',20230127,['https://kelo.com/2023/01/27/tropical-storm-cheneso-ensuing-rain-kill-16-in-madagascar/'],['kelo.com'],1
b'cheneso',20230130,"['https://www.aljazeera.com/news/2023/1/30/cyclone-in-madagascar-kills-dozens-displaces-tens-of-thousands', 'https://www.news24.com/news24/africa/news/25-dead-21-missing-as-madagascar-cyclone-displaces-tens-of-thousands-20230130', 'https://www.wral.com/tropical-storm-leaves-30-dead-20-missing-in-madagascar/20695841/', 'https://www.timesargus.com/news/world/tropical-storm-leaves-30-dead-20-missing-in-madagascar/article_fca162c9-750c-5efe-bc33-0685dfa0d802.html', 'https://www.washingtonpost.com/world/tropical-storm-leaves-30-dead-20-missing-in-madagascar/2023/01/30/0b142268-a0a8-11ed-8b47-9863fda8e494_story.html']","['aljazeera.com', 'news24.com', 'wral.com', 'timesargus.com', 'washingtonpost.com']",5
b'dingani',20230131,['https://www.cranbrooktownsman.com/national-news/tropical-storm-leaves-30-dead-20-missing-in-madagascar/'],['cranbrooktownsman.com'],1
b'enala',20230220,"['https://www.bnnbloomberg.ca/flights-canceled-bourse-shut-as-intense-cyclone-nears-mauritius-1.1885848', 'https://www.thestar.com.my/news/world/2023/02/21/tropical-cyclone-freddy-may-affect-70000-people-in-mozambique', 'http://www.msn.com/en-us/news/world/as-cyclone-nears-mauritius-and-madagascar-brace-for-floods-storm-surge/ar-AA17IWVt']","['bnnbloomberg.ca', 'thestar.com.my', 'msn.com']",3
b'freddy',20230221,"['https://thewestsidegazette.com/cyclone-freddy-putting-the-nation-of-madagascar-on-alert-as-the-storm-expected-to-make-an-impact/', 'http://www.seychellesnewsagency.com/articles/18231/Mauritius+lashed+by+rains+as+intense+Cyclone+Freddy+arrives', 'https://news.topwirenews.com/2023/02/21/madagascar-braces-for-cyclone-freddy/', 'https://actionaid.org/news/2023/humanitarian-charity-helps-communities-prepare-worst-storm-freddy-heads-mozambique']","['thewestsidegazette.com', 'seychellesnewsagency.com', 'topwirenews.com', 'actionaid.org']",4
b'freddy',20230222,"['https://news.topwirenews.com/2023/02/21/intense-cyclone-freddy-lashes-madagascar/', 'https://www.metro.us/cyclone-freddys-battering-winds-make-landfall-in-madagascar/', 'https://www.sandiegouniontribune.com/news/nation-world/story/2023-02-22/weakened-cyclone-freddy-batters-madagascar-killing-4']","['topwirenews.com', 'metro.us', 'sandiegouniontribune.com']",3
b'freddy',20230223,"['https://www.pbs.org/newshour/world/weakened-cyclone-freddy-continues-to-batter-madagascar-killing-4', 'https://phys.org/news/2023-02-cyclone-freddy-mozambique-madagascar.html', 'https://public.wmo.int/en/media/news/tropical-cyclone-freddy-hits-madagascar-and-mozambique']","['pbs.org', 'phys.org', 'wmo.int']",3
b'freddy',20230307,"['https://www.bozemandailychronicle.com/ap_news/international/cyclone-freddy-to-slam-mozambique-friday-in-rare-second-hit/article_1c82a4f7-220d-5ea9-9a01-f7abc3fff33f.html', 'https://www.metro.us/cyclone-freddy-to-slam-mozambique-friday-in-rare-second-hit/']","['bozemandailychronicle.com', 'metro.us']",2
b'freddy',20230310,['https://english.almayadeen.net/news/environment/cyclone-that-appeared-over-month-ago-set-to-hit-mozambique-a'],['almayadeen.net'],1
b'freddy',20230313,"['https://www.zimbabwesituation.com/news/zimbabwe-escapes-wrath-of-tropical-storm-freddy-as-it-hits-mozambique/', 'https://ewn.co.za/2023/03/13/cyclone-freddy-en-route-to-breaking-record-as-heavy-rains-batter-mozambique', 'https://www.chronicleonline.com/news/world/death-toll-climbs-as-cyclone-freddy-slams-malawi-mozambique/article_2b85c237-3608-5007-9845-0b7ed0b58f25.html', 'https://www.thesunchronicle.com/news/nation_world/death-toll-climbs-as-cyclone-freddy-slams-malawi-mozambique/article_8ae1801c-95ba-55a9-9c17-ac85a6655185.html', 'https://www.goskagit.com/news/world/death-toll-climbs-as-cyclone-freddy-slams-malawi-mozambique/article_06a30d9f-d3ec-5984-b1c0-d84b766f0e82.html', 'https://www.wdtimes.com/news/world/at-least-44-dead-as-cyclone-freddy-pounds-malawi-mozambique/article_03053bc1-0078-5e9b-a729-0a3589491a92.html', 'https://www.wfmz.com/news/death-toll-climbs-as-cyclone-freddy-slams-malawi-mozambique/article_61dbba7b-718d-5cc2-a287-fd8846920799.html', 'https://www.sott.net/article/478233-Mozambique-and-Malawi-reel-from-Tropical-Storm-Freddy-at-least-17-dead', 'https://www.reflector.com/news/world/death-toll-climbs-as-cyclone-freddy-slams-malawi-mozambique/article_7ffb5e78-02ae-5312-a25e-01a048bae878.html', 'https://www.meadvilletribune.com/cnhi_network/death-toll-climbs-as-cyclone-freddy-slams-malawi-mozambique/article_f572abc0-d99d-5bef-acd4-fb60ff286552.html', 'https://www.metro.us/at-least-44-dead-as-cyclone-freddy-pounds-malawi-mozambique/']","['zimbabwesituation.com', 'ewn.co.za', 'chronicleonline.com', 'thesunchronicle.com', 'goskagit.com', 'wdtimes.com', 'wfmz.com', 'sott.net', 'reflector.com', 'meadvilletribune.com', 'metro.us']",11
b'mocha',20230512,['https://www.tampabay.com/news/business/2023/05/12/florida-citrus-production-hurricane-ian-greening-oranges/'],['tampabay.com'],1
b'mawar',20230522,['https://www.nytimes.com/article/typhoon-mawar-guam.html'],['nytimes.com'],1
b'mawar',20230524,"['https://www.wfmz.com/news/typhoon-mawar-closes-in-on-guam-as-residents-shelter-military-sends-away-ships/article_99460174-8069-5165-a44f-55a1507f3ff8.html', 'https://www.swoknews.com/ap/international/typhoon-mawar-closes-in-on-guam-as-residents-shelter-military-sends-away-ships/article_4dd440bc-d3c4-5489-8c36-b3858a3bafec.html', 'https://www.ivpressonline.com/news/world/typhoon-mawar-closes-in-on-guam-as-residents-shelter-military-sends-away-ships/article_5592b173-fe7d-511a-8ee6-e1b127d1de8a.html', 'https://tribune.net.ph/2023/05/24/typhoon-mawar-set-for-direct-hit-on-guam/', 'https://www.sunstar.com.ph/article/1962100/network/world/guam-residents-stock-up-batten-down-as-dangerous-super-typhoon-closes-in', 'https://fremonttribune.com/news/national/coastal-guam-residents-evacuate-as-approaching-typhoon-mawar-threatens-deadly-storm-surge-and-damaging-winds/article_326cae81-1d83-5df8-9f6b-6b9936221919.html', 'https://www.reflector.com/news/world/rain-winds-lash-guam-as-typhoon-mawar-closes-in-and-residents-shelter/article_c9f2de67-c20f-53e8-8933-85dada0fb86b.html', 'https://www.euronews.com/2023/05/24/rain-and-winds-lash-guam-as-typhoon-mawar-closes-in-and-residents-shelter', 'https://www.channel3000.com/news/national-and-world-news/coastal-guam-residents-evacuate-as-approaching-typhoon-mawar-threatens-deadly-storm-surge-and-damaging-winds/article_dfd07e7b-d16f-554e-b5b9-b6cfcf44b483.html', 'https://www.zawya.com/en/world/americas/typhoon-mawar-pounds-guam-with-destructive-winds-idr5f9wm', 'http://www.msn.com/en-us/weather/topstories/typhoon-mawar-live-updates-most-of-guam-loses-power-as-storm-strikes-island-directly/ar-AA1bCDnt', 'https://www.mankatofreepress.com/news/state_national_news/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain/article_bc7ea652-7027-507e-8aec-c06855c6cecf.html', 'https://www.thompsoncitizen.net/world-news/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain-7041987', 'https://www.register-herald.com/news/nation_world/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain/article_3b771144-e7d5-56e2-9234-8769683afb5a.html', 'https://www.airdriecityview.com/world-news/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain-7041984', 'https://www.wane.com/weather/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain/', 'https://www.starbeacon.com/region/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain/article_a4624c2c-2cb6-57a6-b2d0-a3f2adb8fa0d.html', 'https://siouxcityjournal.com/partners/ap/national/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain/article_c4aeb2da-a1cf-5e0c-9452-b65aa2ffc5f7.html', 'https://www.fox43.com/article/news/nation-world/super-typhoon-mawar-hits-guam-cat-4-storm/507-c37a4a7d-c1c8-40de-adaf-fe94157f3fa2', 'https://abc30.com/typhoon-mawar-hits-guam-with-140-mph-winds-as-potentially-catastro/13289434/', 'https://www.wsiu.org/2023-05-24/a-typhoon-just-lashed-guam-what-does-federal-relief-look-like-for-a-u-s-territory', 'https://www.npr.org/2023/05/24/1177847305/guam-typhoon-mawar-damage-fema-relief', 'https://www.weny.com/story/48956108/super-typhoon-mawar-lashes-guam-as-category-4-storm-with-strong-winds-rain', 'https://www.greensburgdailynews.com/news/nation_world/super-typhoon-mawar-lashes-guam-as-category-4-storm-with-strong-winds-rain/article_fff17a7f-5122-51c0-b6c4-75e9d84ed9f0.html', 'https://www.kcrg.com/2023/05/24/rain-winds-lash-guam-typhoon-mawar-closes-residents-shelter/', 'https://www.malaysiasun.com/news/273841424/typhoon-mawar-passes-over-pacific-island-of-guam', 'https://www.khq.com/news/super-typhoon-mawar-passing-over-guam-as-category-4-storm-with-strong-winds-rain/article_e32cb8d8-aea2-55b1-ad32-cec11a3af0c3.html', 'https://tucson.com/news/national/the-strongest-part-of-typhoon-mawar-is-impacting-guam-with-heavy-rain-and-damaging-winds/article_c5dff7ea-280f-54be-abc3-1d4f3f395ddb.html', 'https://www.thenews.com.pk/latest/1073574-typhoon-mawar-leaves-guam-drenched-in-heavy-rain', 'https://www.wutc.org/2023-05-24/time-is-moving-so-slowly-two-people-describe-the-power-of-typhoon-mawar-in-guam', 'https://www.koco.com/article/typhoon-mawar-guam-weather/43986981', 'https://lasvegassun.com/news/2023/may/24/typhoon-mawar-lashes-guam-as-category-4-storm-with/', 'https://www.record-eagle.com/ap/international/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us/article_1f2662b6-9811-5872-8e04-9be773a47f98.html', 'https://www.ctvnews.ca/climate-and-environment/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-u-s-pacific-territory-1.6410709', 'https://www.yakimaherald.com/news/nation_and_world/world/typhoon-mawar-flips-cars-cuts-power-on-guam-as-scope-of-damage-emerges-in-us/article_6aac542f-7c5e-5d07-8fd6-07016d07bfff.html']","['wfmz.com', 'swoknews.com', 'ivpressonline.com', 'tribune.net.ph', 'sunstar.com.ph', 'fremonttribune.com', 'reflector.com', 'euronews.com', 'channel3000.com', 'zawya.com', 'msn.com', 'mankatofreepress.com', 'thompsoncitizen.net', 'register-herald.com', 'airdriecityview.com', 'wane.com', 'starbeacon.com', 'siouxcityjournal.com', 'fox43.com', 'abc30.com', 'wsiu.org', 'npr.org', 'weny.com', 'greensburgdailynews.com', 'kcrg.com', 'malaysiasun.com', 'khq.com', 'tucson.com', 'thenews.com.pk', 'wutc.org', 'koco.com', 'lasvegassun.com', 'record-eagle.com', 'ctvnews.ca', 'yakimaherald.com']",35
b'mawar',20230526,"['https://www.cbsnews.com/news/china-hacking-volt-typhoon-microsoft-brad-smith/', 'https://interaksyon.philstar.com/trends-spotlights/2023/05/26/252041/most-of-guam-without-power-water-after-typhoon-mawar-exits/', 'https://keyt.com/news/2023/05/25/guam-very-blessed-with-no-early-reports-of-major-damage-in-the-messy-aftermath-of-typhoon-mawar/', 'https://www.guampdn.com/news/typhoon-mawar-recovery-what-you-need-to-know/article_a7038336-fb7e-11ed-9f34-2375b607b1b4.html', 'https://www.guampdn.com/news/fema-other-federal-agencies-continue-to-support-typhoon-mawar-response/article_c0538f42-fb7f-11ed-82b1-cb6b52e43c89.html', 'https://kval.com/news/local/oregon-red-cross-workers-head-to-guam-after-typhoon', 'http://www.cnnphilippines.com/news/2023/5/27/Super-Typhoon-Betty-May-27-updates.html', 'https://www.wgmd.com/guam-very-blessed-as-typhoon-mawar-leaves-with-no-reported-deaths/', 'https://www.southeastasiapost.com/news/273844060/philippines-braces-for-super-typhoon-mawar']","['cbsnews.com', 'philstar.com', 'keyt.com', 'guampdn.com', 'guampdn.com', 'kval.com', 'cnnphilippines.com', 'wgmd.com', 'southeastasiapost.com']",9
b'mawar',20230527,['https://www.guampdn.com/news/red-ball-postponed-red-cross-to-focus-on-typhoon-recovery-efforts/article_b47c6c28-fc58-11ed-9b3c-7b34a581c9c7.html'],['guampdn.com'],1
b'mawar',20230528,['https://gcaptain.com/guam-typhoon-highlights-threat-to-us-militarys-pacific-strategy/'],['gcaptain.com'],1
b'mawar',20230529,"['https://www.britainnews.net/news/273846453/typhoon-mawar-leaves-large-areas-of-guam-without-power-water', 'http://www.cnnphilippines.com/news/2023/5/29/Typhoon-Betty-response-funds.html', 'https://www.wsls.com/news/world/2023/05/29/philippines-warns-of-flooding-landslide-potential-as-typhoon-mawar-slowly-passes-to-north/', 'https://www.npr.org/2023/05/29/1178698840/thousands-evacuated-philippines-typhoon-mawar', 'https://www.wkms.org/npr-news/2023-05-29/thousands-evacuated-as-typhoon-mawar-approaches-the-philippines', 'https://kdhnews.com/news/world/thousands-evacuated-as-philippines-warns-of-flooding-landslides-from-approaching-typhoon-mawar/article_d41b2fa9-40f7-53f0-9e21-4bb52c214bc4.html', 'https://www.ctvnews.ca/climate-and-environment/thousands-evacuated-as-philippines-warns-of-flooding-landslides-from-approaching-typhoon-mawar-1.6417212', 'https://www.wvnews.com/jacksonnewsnewsfeed/world/thousands-evacuated-as-philippines-warns-of-possible-flooding-landslides-from-typhoon-mawar/article_653a4dba-c761-58e3-9cc4-3e56f9dab41e.html']","['britainnews.net', 'cnnphilippines.com', 'wsls.com', 'npr.org', 'wkms.org', 'kdhnews.com', 'ctvnews.ca', 'wvnews.com']",8
b'mawar',20230530,"['https://www.pbs.org/newshour/world/thousands-evacuated-as-philippines-warns-of-approaching-typhoon-mawar', 'https://www.wtaj.com/news/world-news/ap-offshore-typhoon-mawar-lashes-eastern-taiwan-northern-philippines-as-it-heads-for-southern-japan/', 'https://www.wsls.com/news/world/2023/05/30/offshore-typhoon-mawar-lashes-eastern-taiwan-northern-philippines-as-it-heads-for-southern-japan/', 'https://www.myplainview.com/news/world/article/offshore-typhoon-mawar-lashes-eastern-taiwan-18125020.php']","['pbs.org', 'wtaj.com', 'wsls.com', 'myplainview.com']",4
b'mawar',20230531,"['https://www.wellandtribune.ca/ts/news/world/asia/2023/05/31/typhoon-mawar-losing-strength-as-it-heads-toward-japans-okinawa-islands.html', 'https://www.news4jax.com/news/2023/05/31/typhoon-mawar-losing-strength-as-it-heads-toward-japans-okinawa-islands/', 'https://www.swoknews.com/ap/international/typhoon-mawar-losing-strength-as-it-heads-toward-japans-okinawa-islands/article_9313b44e-a951-5f92-8e43-e752a7c58ee6.html']","['wellandtribune.ca', 'news4jax.com', 'swoknews.com']",3
b'mawar',20230601,"['https://www.caledonianrecord.com/news/national/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/article_e4fa8dd4-a087-589d-93cf-c43712be0e65.html', 'https://www.register-herald.com/news/nation_world/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/article_7a24d77f-2418-5791-9571-9a40bda3094e.html', 'https://www.click2houston.com/news/national/2023/05/31/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/', 'https://abcnews.go.com/US/wireStory/born-typhoon-including-newborns-remain-electricity-guam-recovers-99741690', 'https://www.idahopress.com/ap_news/us/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/article_37e78345-7564-53fc-a5ca-30384d697d2d.html', 'https://www.yakimaherald.com/news/nation_and_world/nation/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/article_3118ec7a-9851-599a-bf29-1d119df4fc6c.html', 'https://www.wboc.com/news/national/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/article_949a74ce-6326-53c8-a679-7a4599755c3b.html', 'https://www.benningtonbanner.com/ap/national/born-in-a-typhoon-many-including-newborns-remain-without-electricity-as-guam-recovers-from-storm/article_2eddc7e2-b994-55db-ba90-49b215b3aaf5.html']","['caledonianrecord.com', 'register-herald.com', 'click2houston.com', 'go.com', 'idahopress.com', 'yakimaherald.com', 'wboc.com', 'benningtonbanner.com']",8
b'arlene',20230602,"['https://www.wsoctv.com/news/local/2023-atlantic-hurricane-season-is-now-underway-heres-what-know/TPF5VDKBZBADZJVTVANMVZFDRI/', 'https://www.wpsdlocal6.com/news/a-dream-vacation-turned-nightmare-calvert-city-woman-recounts-terrifying-storm-aboard-carnival-cruise-ship/article_0d2b883a-00c4-11ee-a4e6-e3f78e6900f8.html', 'https://gcaptain.com/officials-urge-preparedness-as-hurricane-season-2023-kicks-off/', 'https://www.clickorlando.com/weather/hurricane/2023/06/01/volusia-county-braces-for-more-storms-after-back-to-back-hurricanes-in-2022/', 'https://www.wptv.com/money/real-estate-news/florida-property-insurance-market-remains-shaky-as-new-hurricane-season-begins', 'https://spacecoastdaily.com/2023/06/hurricane-season-begins-today-attorney-general-ashley-moody-urges-floridians-to-prepare-now/', 'https://www.bangladeshsun.com/news/273850943/un-releases-emergency-funds-for-cyclone-hit-refugees-in-bangladesh', 'https://www.wellandtribune.ca/ts/news/world/asia/2023/06/01/weakened-tropical-storm-mawar-brings-heavy-rains-to-japans-southern-islands-as-it-passes-by.html', 'https://www.news4jax.com/news/world/2023/06/02/weakened-tropical-storm-mawar-brings-heavy-rains-to-japans-southern-islands-as-it-passes-by/', 'https://www.oskaloosa.com/news/national_news/weakened-tropical-storm-mawar-brings-heavy-rains-to-japans-southern-islands-as-it-passes-by/article_5a82659c-8fc1-5c77-93c5-696319421cfd.html', 'https://dailyvoice.com/connecticut/darien/coastal-storm-tracking-northward-could-dampen-memorial-day-weekend/', 'https://www.aol.com/news/weakened-tropical-storm-mawar-brings-014100885.html', 'https://www.cambodiantimes.com/news/273851224/cambodia-donates-300000-usd-to-cyclone-hit-myanmar', 'https://www.wfmz.com/news/un-warns-of-aid-shortage-looming-food-crisis-in-wake-of-devastating-cyclone-that-hit/article_ed40a5ba-2fc6-5fd5-a6e8-287e7401f87d.html', 'https://www.yoursourceone.com/news/national_news/un-warns-of-aid-shortage-looming-food-crisis-in-wake-of-devastating-cyclone-that-hit/article_cbd18bc4-0358-550f-8b9f-d2361c822902.html', 'https://www.local10.com/news/world/2023/06/02/un-warns-of-aid-shortage-looming-food-crisis-in-wake-of-devastating-cyclone-that-hit-myanmar/', 'https://www.stcatharinesstandard.ca/ts/news/world/europe/2023/06/02/un-warns-of-aid-shortage-looming-food-crisis-in-wake-of-devastating-cyclone-that-hit-myanmar.html', 'https://www.joplinglobe.com/region/un-warns-of-aid-shortage-looming-food-crisis-in-wake-of-devastating-cyclone-that-hit/article_c28e1b97-dfdb-568b-a31f-63e7da137abd.html', 'https://www.msn.com/en-us/news/world/tropical-storm-mawar-intensifies-rains-for-japan-threatens-floods-and-mudslides-in-some-regions/ar-AA1c15YC', 'https://reliefweb.int/report/myanmar/unicef-myanmar-humanitarian-situation-report-no-9-cyclone-mocha-30-may-01-june-2023', 'https://riviera-maya-news.com/state-deems-itself-ready-for-2023-hurricane-season/2023.html', 'https://www.foxla.com/news/watch-storm-chasers-dramatic-rescue-stranded-driver-flooded-texas-highway', 'https://www.wflx.com/2023/06/02/tropical-storm-arlene-forms-gulf-mexico/']","['wsoctv.com', 'wpsdlocal6.com', 'gcaptain.com', 'clickorlando.com', 'wptv.com', 'spacecoastdaily.com', 'bangladeshsun.com', 'wellandtribune.ca', 'news4jax.com', 'oskaloosa.com', 'dailyvoice.com', 'aol.com', 'cambodiantimes.com', 'wfmz.com', 'yoursourceone.com', 'local10.com', 'stcatharinesstandard.ca', 'joplinglobe.com', 'msn.com', 'reliefweb.int', 'riviera-maya-news.com', 'foxla.com', 'wflx.com']",23
b'arlene',20230603,"['https://www.wptv.com/news/treasure-coast/region-st-lucie-county/pet-friendly-evacuation-shelters-limited-in-st-lucie-county-ahead-of-hurricane-season', 'https://www.jamaicaobserver.com/news/how-busy-will-the-atlantic-hurricane-season-be/', 'https://www.straitstimes.com/asia/east-asia/one-dead-two-missing-in-japan-after-heavy-rain-from-storm-mawar', 'https://www.express.co.uk/news/world/1776955/putin-navy-flees-berdyansk-port-storm-shadow-missiles-ukraine', 'https://www.wftv.com/news/local/eye-tropics-tropical-storm-arlene-expected-weaken-it-approaches-cuba/Z4MECHJJTBF65IGQ7IITID53YM/', 'https://abc-7.com/news/local/collier-county/2023/06/03/tin-city-naples-celebrates-100-year-anniversary-after-reopening-from-hurricane-ian/', 'https://www.yahoo.com/lifestyle/severe-storm-leaves-4-dead-210112494.html', 'https://www.ktsa.com/storm-threat-continues-through-early-next-week/']","['wptv.com', 'jamaicaobserver.com', 'straitstimes.com', 'express.co.uk', 'wftv.com', 'abc-7.com', 'yahoo.com', 'ktsa.com']",8
b'arlene',20230604,['https://news4sanantonio.com/news/local/injured-kitten-rescued-after-being-trapped-in-storm-drain-throughout-the-night-animals-care-services-san-antonio-bexar-county'],['news4sanantonio.com'],1
b'guchol',20230605,"['https://asianews.network/typhoon-no-2-triggers-record-rainfall-across-japan/', 'https://www.talkvietnam.com/tag/hoodlums-storm-national-assembly/', 'https://wusfnews.wusf.usf.edu/2023-06-05/many-guam-residents-are-still-without-fundamental-needs-a-week-after-typhoon-mawar-hit']","['asianews.network', 'talkvietnam.com', 'usf.edu']",3
b'biparjoy',20230607,['https://www.floridastatesman.com/news/273857244/louisiana-park-reopens-2-years-after-being-flattened-by-hurricane'],['floridastatesman.com'],1
b'biparjoy',20230614,['https://www.mexicostar.com/news/273864370/cyclone-biparjoy-imd-issues-red-alert-for-saurashtra-kutch-coasts'],['mexicostar.com'],1
b'biparjoy',20230617,['https://www.dailymail.co.uk/news/article-12206287/Florida-sheriffs-deputy-pulled-100-FEET-water-sucked-storm-drain.html'],['dailymail.co.uk'],1
b'bret',20230619,"['https://www.haitisun.com/news/273871149/8-killed-19-missing-after-severe-storm-in-southern-brazil', 'http://jordantimes.com/news/world/cyclone-leaves-13-dead-%C2%A0brazil', 'https://www.dawn.com/news/1760604/cyclone-leaves-13-dead-in-brazil', 'https://www.mvariety.com/news/regional_world/rhodes-leap-2-separate-from-typhoon-aid/article_216583c2-0e7b-11ee-b01a-3f860dc2e1b6.html', 'https://www.theepochtimes.com/mama-osprey-braves-colorado-hail-storm-to-protect-unhatched-eggs-heres-the-live-camera-footage_5297305.html', 'https://www.krqe.com/news/national/near-100-chance-tropical-depression-forms-within-48-hours-national-hurricane-center-says/', 'https://www.hindustantimes.com/cities/others/heavy-rainfall-wreaks-havoc-in-north-gujarat-flood-like-situation-in-banaskantha-district-cyclone-biparjoy-aftermath-101687184597867.html', 'https://www.foxnews.com/world/severe-storm-southern-brazil-kills-8-people-leaves-19-others-missing']","['haitisun.com', 'jordantimes.com', 'dawn.com', 'mvariety.com', 'theepochtimes.com', 'krqe.com', 'hindustantimes.com', 'foxnews.com']",8
