sid,name,basin,season,time_stamp,lat,lon,wind,pressure,storm_speed,storm_dir,2m_temperature,mean_sea_level_pressure_hpa,10m_u_component_of_wind,10m_v_component_of_wind,era5_spatial_error_km
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 03:00:00.000039936,-11.3,117.8,25.0,1002.0,8.0,260.0,300.76117,1006.5119,5.2825317,-2.8420258,22.350180255556754
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 06:00:00.000039936,-11.5,117.3,25.0,1001.0,8.0,255.0,301.16937,1006.3069,5.8547974,-2.5988617,11.008297737810913
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 09:00:00.000039936,-11.7,116.8,25.0,1002.0,8.0,250.0,300.9721,1006.4055999999999,4.9075317,-2.6242523,11.230687591100688
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 12:00:00.000039936,-11.8,116.4,25.0,1003.0,8.0,255.0,300.9682,1006.5031,4.005188,-2.595932,24.86140437275739
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 15:00:00.000039936,-11.9,116.1,28.0,1003.0,8.0,260.0,301.39984,1006.2794,5.1985474,-1.9728851,31.029562562748616
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 18:00:00.000039936,-12.0,115.8,30.0,1003.0,8.0,255.0,301.5014,1006.3831,4.4973755,-1.962143,11.008297737810913
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-19 21:00:00.000039936,-12.1,115.4,30.0,1002.0,9.0,245.0,301.4643,1006.4281,3.772766,-1.915268,10.873042399201454
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 00:00:00.000039936,-12.3,115.0,30.0,1000.0,8.0,240.0,301.0971,1006.4131,2.9309692,-1.7687836,31.177195731917614
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 03:00:00.000039936,-12.4,114.6,33.0,1000.0,8.0,235.0,301.54437,1006.2719000000001,3.402649,-1.5597992,31.00071031153566
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 06:00:00.000039936,-12.6,114.3,35.0,999.0,8.0,235.0,301.26117,1006.2706,2.7522583,-1.517807,0.11119492664497621
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 09:00:00.000039936,-12.8,113.9,38.0,998.0,9.0,235.0,300.7885,1006.3194,2.1760864,-1.6467133,24.843470651686967
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 12:00:00.000039936,-13.1,113.5,40.0,997.0,9.0,225.0,301.2729,1006.3069,1.1790161,-0.39378357,21.66056608014283
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 15:00:00.000039936,-13.3,113.1,48.0,996.0,10.0,220.0,301.2729,1006.3069,1.1790161,-0.39378357,31.117765245801884
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 18:00:00.000039936,-13.6,112.7,55.0,994.0,13.0,220.0,301.72406,1006.3494000000001,0.19952393,1.9548492,10.808307953851088
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-20 21:00:00.000039936,-14.1,112.2,58.0,992.0,15.0,225.0,301.74945,1006.3706,-0.15203857,3.9636383,10.785081545885566
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 00:00:00.000039936,-14.7,111.8,60.0,990.0,12.0,235.0,301.88617,1006.4031,-0.48406982,5.086685,11.230687591100512
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 03:00:00.000039936,-15.0,111.4,60.0,990.0,10.0,240.0,301.88422,1006.5455999999999,-0.9743042,5.5944977,15.378221323776724
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 06:00:00.000039936,-15.3,111.1,60.0,989.0,10.0,230.0,301.88422,1006.5455999999999,-0.9743042,5.5944977,30.985579287900574
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 09:00:00.000039936,-15.7,110.7,63.0,988.0,10.0,225.0,301.5522,1006.7381,-1.2487183,6.402115,15.516906930229485
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 12:00:00.000039936,-16.0,110.4,65.0,987.0,8.0,220.0,301.10297,1007.0094,-1.4840698,7.362076,15.341939603429344
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 15:00:00.000039936,-16.2,110.1,73.0,981.0,6.0,225.0,301.10297,1007.0094,-1.4840698,7.362076,24.1337588484253
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 18:00:00.000039936,-16.4,109.9,80.0,975.0,6.0,240.0,300.67914,1007.4356,-1.6588745,7.857193,24.562349831610153
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-21 21:00:00.000039936,-16.6,109.6,85.0,971.0,6.0,245.0,300.67914,1007.4356,-1.6588745,7.857193,21.312466307983737
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 00:00:00.000039936,-16.7,109.4,90.0,967.0,5.0,230.0,300.64008,1007.6981,-1.869812,7.643326,15.479708291917639
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 03:00:00.000039936,-16.8,109.3,90.0,968.0,4.0,205.0,300.64008,1007.6981,-1.869812,7.643326,22.350180255556754
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 06:00:00.000039936,-17.0,109.2,90.0,968.0,5.0,195.0,300.601,1007.7969,-1.7389526,8.428482,15.303487331538685
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 09:00:00.000039936,-17.2,109.1,88.0,969.0,5.0,190.0,300.601,1007.7969,-1.7389526,8.428482,24.03538134221656
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 12:00:00.000039936,-17.5,109.1,85.0,970.0,4.0,195.0,300.40765,1007.9981,-1.494812,8.970474,23.89117641955301
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 15:00:00.000039936,-17.6,109.0,83.0,972.0,3.0,200.0,300.07172,1008.2544,-1.7233276,8.7712555,21.19834260902795
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 18:00:00.000039936,-17.8,109.0,80.0,973.0,4.0,190.0,300.07172,1008.2544,-1.7233276,8.7712555,30.79591745212964
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-22 18:00:00.000039936,-12.9,77.6,25.0,1004.0,12.0,270.0,299.70844,1007.5819,-0.7584839,2.0544586,30.970729047256363
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-22 21:00:00.000039936,-18.0,109.0,78.0,976.0,6.0,190.0,299.64594,1008.6344,-1.5866089,8.694107,23.838539839118628
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-22 21:00:00.000039936,-12.7,77.4,28.0,1003.0,9.0,280.0,299.34906,1007.7731,-1.3619995,2.138443,15.615444892671256
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 00:00:00.000039936,-18.3,108.9,75.0,978.0,7.0,200.0,299.64594,1008.6344,-1.5866089,8.694107,24.720687511019438
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 00:00:00.000039936,-12.5,77.2,30.0,1002.0,6.0,285.0,299.34906,1007.7731,-1.3619995,2.138443,15.4592456089362
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 03:00:00.000039936,-18.7,108.7,70.0,982.0,8.0,210.0,299.26898,1008.9756,-1.541687,8.412857,15.398958572087604
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 03:00:00.000039936,-12.4,77.0,33.0,1002.0,4.0,280.0,299.22015,1008.0305999999999,-1.9625854,2.3767242,31.00071031153566
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 06:00:00.000039936,-19.1,108.5,65.0,986.0,6.0,220.0,298.97797,1009.4381,-1.9508667,7.734146,21.01506153377676
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 06:00:00.000039936,-12.4,76.8,35.0,1001.0,4.0,260.0,299.22015,1008.0305999999999,-1.9625854,2.3767242,22.1277904022668
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 09:00:00.000039936,-19.3,108.3,63.0,987.0,4.0,240.0,298.97797,1009.4381,-1.9508667,7.734146,22.350180255556754
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 09:00:00.000039936,-12.5,76.6,38.0,1000.0,5.0,255.0,299.22015,1008.0305999999999,-1.9625854,2.3767242,24.33937601900428
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 12:00:00.000039936,-19.3,108.0,60.0,988.0,5.0,260.0,299.02094,1009.6605999999999,-2.1295776,7.3474274,30.669454038043124
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 12:00:00.000039936,-12.6,76.4,40.0,998.0,6.0,255.0,299.0678,1008.2081,-2.213562,2.850357,10.852290055776015
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 15:00:00.000039936,-19.3,107.7,55.0,990.0,5.0,260.0,299.02094,1009.6605999999999,-2.1295776,7.3474274,24.694164896220343
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 15:00:00.000039936,-12.7,76.1,43.0,998.0,7.0,255.0,299.0678,1008.2081,-2.213562,2.850357,24.433244325751016
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 18:00:00.000039936,-19.4,107.5,50.0,992.0,4.0,235.0,298.435,1010.1281,-2.6080933,7.149185,30.481222071567004
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 18:00:00.000039936,-12.7,75.9,45.0,997.0,5.0,260.0,299.2885,1008.3081,-2.501648,3.279068,15.615444892672215
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-23 21:00:00.000039936,-19.6,107.4,43.0,997.0,5.0,200.0,298.435,1010.1281,-2.6080933,7.149185,10.475823488588704
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-23 21:00:00.000039936,-12.7,75.7,50.0,994.0,4.0,265.0,299.2885,1008.3081,-2.501648,3.279068,15.615444892670297
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 00:00:00.000039936,-19.9,107.4,35.0,1001.0,9.0,185.0,298.06976,1010.3580999999999,-3.0680542,6.9079742,24.470783906167853
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 00:00:00.000039936,-12.8,75.5,55.0,990.0,4.0,255.0,299.52484,1008.3169,-2.691101,3.5554352,31.148040811492226
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 03:00:00.000039936,-20.4,107.4,33.0,1002.0,12.0,180.0,297.89008,1010.4881,-3.173523,6.6931305,24.456462108568246
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 03:00:00.000039936,-12.9,75.2,63.0,986.0,5.0,250.0,299.2221,1008.4369,-2.987976,2.973404,24.63789459385622
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 06:00:00.000039936,-21.1,107.3,30.0,1003.0,12.0,185.0,297.7143,1010.6069,-2.9674683,7.4138336,0.11119492664497621
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 06:00:00.000039936,-13.0,74.9,70.0,981.0,5.0,250.0,299.70062,1008.3844,-2.7838745,3.4480133,15.444160102351528
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 09:00:00.000039936,-21.7,107.2,30.0,1003.0,12.0,190.0,297.2768,1010.8706,-2.4850464,7.959732,15.262458649933965
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 09:00:00.000039936,-13.0,74.7,78.0,976.0,5.0,255.0,299.70062,1008.3844,-2.7838745,3.4480133,15.44416010235056
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 12:00:00.000039936,-22.4,107.1,30.0,1002.0,15.0,190.0,296.69672,1011.5519,-2.3414917,7.560318,30.19578549552507
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 12:00:00.000039936,-13.1,74.5,85.0,971.0,5.0,250.0,300.08344,1008.3806,-1.7057495,3.281021,21.66056608014283
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 15:00:00.000039936,-23.1,107.0,30.0,1001.0,17.0,185.0,296.2807,1012.2306,-2.8200073,7.1169586,20.45627354141465
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 15:00:00.000039936,-13.2,74.3,88.0,969.0,5.0,245.0,300.08344,1008.3806,-1.7057495,3.281021,11.230687591100688
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 18:00:00.000039936,-23.7,106.9,30.0,1000.0,13.0,185.0,296.07758,1012.5556,-2.956726,6.9323883,15.161646891680377
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 18:00:00.000039936,-13.3,74.1,90.0,966.0,5.0,250.0,300.08344,1008.3806,-1.7057495,3.281021,31.117765245801884
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-24 21:00:00.000039936,-24.2,106.9,30.0,1000.0,10.0,175.0,295.8471,1012.8156,-2.9606323,6.836685,15.13526472017965
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-24 21:00:00.000039936,-13.3,73.9,93.0,962.0,4.0,255.0,300.02875,1008.4406,-1.5250854,2.6423492,24.833983796779123
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 00:00:00.000039936,-24.8,106.9,30.0,1000.0,14.0,170.0,295.62836,1013.0681,-2.7614136,7.0300446,24.527222346272215
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 00:00:00.000039936,-13.4,73.7,95.0,958.0,3.0,240.0,299.78265,1008.5056,-2.8600464,2.7507477,24.628122726665577
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 03:00:00.000039936,-25.6,107.0,35.0,1000.0,19.0,170.0,294.86664,1013.7019,-2.586609,6.989029,20.05623052088981
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 03:00:00.000039936,-13.5,73.6,103.0,953.0,3.0,200.0,299.78265,1008.5056,-2.8600464,2.7507477,24.261245411178372
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 06:00:00.000039936,-26.5,107.2,40.0,999.0,19.0,170.0,294.56195,1013.7755999999999,-2.3932495,7.589615,14.836573274700738
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 06:00:00.000039936,-13.7,73.6,110.0,948.0,4.0,195.0,299.78265,1008.5056,-2.8600464,2.7507477,24.354859840929873
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 09:00:00.000039936,-27.6,107.5,40.0,999.0,20.0,165.0,294.52094,1014.1181,-2.112976,7.0476227,19.708669840271774
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 09:00:00.000039936,-13.9,73.5,118.0,940.0,5.0,195.0,299.4018,1008.7744,-3.782898,2.723404,30.907403170232854
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 12:00:00.000039936,-28.6,107.8,40.0,998.0,18.0,170.0,294.3686,1013.8931,-1.3200073,6.6599274,0.11119492664497621
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 12:00:00.000039936,-14.2,73.4,125.0,932.0,5.0,185.0,299.4018,1008.7744,-3.782898,2.723404,15.56864986167426
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 15:00:00.000039936,-29.3,107.9,43.0,994.0,11.0,170.0,294.13617,1013.8256,-0.7662964,6.6687164,24.366913377082753
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 15:00:00.000039936,-14.4,73.4,125.0,938.0,6.0,175.0,299.2885,1008.9569,-4.5319214,3.1443024,24.60754765229358
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 18:00:00.000039936,-29.7,108.0,45.0,990.0,5.0,140.0,293.69086,1013.8744,-0.1071167,7.473404,22.35326018899818
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 18:00:00.000039936,-14.7,73.4,110.0,960.0,6.0,175.0,299.2885,1008.9569,-4.5319214,3.1443024,15.551947593672553
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-25 21:00:00.000039936,-29.7,108.3,40.0,993.0,6.0,60.0,293.935,1013.5656,-0.120788574,7.492935,11.230687591100159
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-25 21:00:00.000039936,-15.1,73.4,100.0,965.0,7.0,170.0,299.49554,1009.1006,-4.8981323,3.020279,10.736166862722849
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 00:00:00.000039936,-29.4,108.6,35.0,995.0,9.0,30.0,293.8686,1013.3231,0.2444458,7.6394196,29.398810134160733
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 00:00:00.000039936,-15.5,73.5,90.0,970.0,8.0,165.0,299.87836,1009.1369,-5.7077026,2.7400055,24.087631083956886
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 03:00:00.000039936,-29.0,108.8,35.0,996.0,10.0,15.0,293.95062,1013.3694,-0.52508545,7.674576,11.008297737810913
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 03:00:00.000039936,-15.9,73.6,83.0,976.0,9.0,160.0,300.435,1009.0556,-6.85907,4.1286774,30.767477010107157
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 06:00:00.000039936,-28.4,108.9,35.0,996.0,10.0,10.0,294.09515,1013.3994,-1.1012573,7.9851227,24.189498116789185
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 06:00:00.000039936,-16.3,73.8,75.0,982.0,11.0,155.0,300.435,1009.0556,-6.85907,4.1286774,22.350180255556754
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 09:00:00.000039936,-27.9,109.0,33.0,998.0,10.0,10.0,294.0971,1013.3156,-1.3239136,8.159927,29.583928493041153
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 09:00:00.000039936,-16.8,74.1,70.0,985.0,12.0,150.0,300.21625,1009.2230999999999,-6.8424683,4.6189117,30.874988627409827
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 12:00:00.000039936,-27.4,109.1,30.0,1000.0,13.0,10.0,294.11664,1012.7356,-0.24969482,8.711685,29.643981535765572
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 12:00:00.000039936,-17.3,74.4,65.0,988.0,13.0,155.0,299.94086,1009.5305999999999,-7.0338745,4.63649,24.745956772068496
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 15:00:00.000039936,-26.7,109.2,30.0,1001.0,16.0,5.0,294.93304,1012.4069000000001,-0.74871826,7.7907867,14.99656078917945
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 15:00:00.000039936,-18.0,74.7,63.0,989.0,14.0,155.0,299.67523,1010.0405999999999,-6.843445,3.906021,15.262895134936786
b'2022076S10126',b'CHARLOTTE',b'SI',2022.0,2022-03-26 18:00:00.000039936,-25.8,109.3,30.0,1001.0,17.0,5.0,295.60297,1012.0444,-0.8336792,7.7819977,22.350180255556754
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 18:00:00.000039936,-18.6,75.1,60.0,990.0,13.0,150.0,299.6928,1010.2631,-7.4293823,3.7429352,21.077761880968858
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-26 21:00:00.000039936,-19.1,75.4,58.0,992.0,12.0,140.0,299.6928,1010.6319,-8.123718,3.129654,10.507972452040539
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 00:00:00.000039936,-19.5,75.8,55.0,993.0,12.0,135.0,299.24945,1010.9005999999999,-9.029968,3.3874664,11.008297737811267
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 03:00:00.000039936,-20.0,76.3,53.0,995.0,12.0,130.0,299.0346,1011.1456,-9.166687,3.6970367,11.008297737810913
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 06:00:00.000039936,-20.4,76.8,50.0,997.0,12.0,125.0,298.35883,1011.3956,-9.406921,4.1169586,22.1277904022668
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 09:00:00.000039936,-20.7,77.3,48.0,997.0,12.0,120.0,298.64984,1011.2356,-9.60907,4.2419586,11.230687591100866
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 12:00:00.000039936,-21.0,77.9,45.0,997.0,12.0,115.0,297.99164,1011.6306,-10.486023,4.9939117,15.128614004384815
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 15:00:00.000039936,-21.2,78.5,45.0,997.0,11.0,115.0,298.3471,1011.5544,-10.380554,5.3493805,23.586391258196038
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 18:00:00.000039936,-21.4,79.1,45.0,997.0,9.0,120.0,297.38617,1012.0444,-10.439148,6.162857,30.294905502460306
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-27 21:00:00.000039936,-21.7,79.5,45.0,997.0,8.0,125.0,297.38617,1012.0444,-10.439148,6.162857,23.52414718052286
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 00:00:00.000039936,-21.9,79.8,45.0,997.0,8.0,120.0,296.99164,1012.5056,-9.85321,6.3269196,22.1277904022668
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 03:00:00.000039936,-22.0,80.1,45.0,997.0,8.0,110.0,296.85297,1012.3706,-10.378601,6.4860992,23.36780661859064
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 06:00:00.000039936,-22.0,80.4,45.0,997.0,8.0,105.0,296.85297,1012.3706,-10.378601,6.4860992,15.079806771112246
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 09:00:00.000039936,-22.2,80.8,45.0,996.0,8.0,105.0,296.9428,1012.2469,-10.587585,6.694107,11.230687591100866
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 12:00:00.000039936,-22.3,81.3,45.0,994.0,7.0,90.0,296.98773,1012.0930999999999,-10.72821,6.8601227,22.350180255556754
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 15:00:00.000039936,-22.2,81.7,45.0,996.0,6.0,70.0,296.94086,1011.8931,-11.107117,6.690201,15.23797398610452
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 18:00:00.000039936,-22.1,82.0,45.0,998.0,6.0,70.0,296.94086,1011.8931,-11.107117,6.690201,20.60542818922754
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-28 21:00:00.000039936,-22.0,82.2,48.0,996.0,4.0,70.0,297.4057,1011.6881,-11.444031,6.2351227,15.079806771110453
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 00:00:00.000039936,-22.0,82.3,50.0,993.0,4.0,70.0,297.4057,1011.6881,-11.444031,6.2351227,11.008297737810913
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 00:00:00.000039936,9.4,116.4,15.0,1008.0,14.0,315.0,299.38422,1009.9331,-8.360046,-4.700424,10.970729555877664
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 03:00:00.000039936,-21.9,82.5,48.0,993.0,3.0,55.0,297.4057,1011.6881,-11.444031,6.2351227,30.24583398546662
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 03:00:00.000039936,9.9,115.9,18.0,1008.0,13.0,310.0,299.25336,1010.1319,-8.298523,-4.0344086,10.954463565839973
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 06:00:00.000039936,-21.8,82.6,45.0,993.0,3.0,15.0,299.3432,1010.7731,-11.436218,4.9568024,30.438314115669094
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 06:00:00.000039936,10.3,115.4,20.0,1007.0,13.0,305.0,299.39398,1010.2056,-7.9869995,-3.1105804,15.677375219913127
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 09:00:00.000039936,-21.6,82.6,43.0,992.0,5.0,350.0,299.3432,1010.7731,-11.436218,4.9568024,20.677654627461962
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 09:00:00.000039936,10.6,114.9,20.0,1008.0,12.0,300.0,299.44867,1010.1394,-8.413757,-3.3693695,24.68148179114679
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 12:00:00.000039936,-21.4,82.5,40.0,991.0,6.0,330.0,298.78656,1010.9906,-11.369812,5.4851227,30.294905502459407
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 12:00:00.000039936,10.9,114.3,20.0,1008.0,14.0,295.0,300.2182,1010.3956,-7.4176636,-3.698471,0.11119492664479938
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 15:00:00.000039936,-21.1,82.4,40.0,993.0,6.0,325.0,299.7397,1010.3231,-11.244812,5.4382477,10.374600658651946
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 15:00:00.000039936,11.2,113.6,20.0,1007.0,15.0,290.0,300.35297,1010.7280999999999,-7.0045776,-4.216049,31.22677931400864
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 18:00:00.000039936,-20.8,82.3,40.0,995.0,6.0,340.0,300.17133,1009.6906,-10.536804,5.709732,22.350180255556754
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 18:00:00.000039936,11.4,112.9,20.0,1006.0,14.0,285.0,300.23773,1010.9281,-6.0631714,-5.23851,10.900666051267565
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-29 21:00:00.000039936,-20.5,82.2,43.0,996.0,6.0,355.0,300.17133,1009.6906,-10.536804,5.709732,15.152270740271918
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-29 21:00:00.000039936,11.5,112.2,20.0,1006.0,13.0,280.0,300.1264,1011.0355999999999,-5.69989,-5.762924,15.490411256318325
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-30 00:00:00.000039936,-20.2,82.2,45.0,997.0,5.0,10.0,300.0893,1009.1806,-9.903992,6.077896,15.332967817897572
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-30 00:00:00.000039936,11.6,111.6,20.0,1006.0,12.0,280.0,299.95648,1011.1756,-5.445984,-6.325424,31.057225871476476
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-30 03:00:00.000039936,-20.0,82.2,45.0,997.0,5.0,15.0,300.0893,1009.1806,-9.903992,6.077896,15.17542304410497
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-30 03:00:00.000039936,11.8,111.0,23.0,1007.0,11.0,285.0,299.3979,1011.7119,-4.76239,-6.8293304,24.49170142210053
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-30 06:00:00.000039936,-19.9,82.2,45.0,997.0,4.0,20.0,300.0893,1009.1806,-9.903992,6.077896,24.470783906167284
b'2022088N09116',b'UNNAMED',b'WP',2022.0,2022-03-30 06:00:00.000039936,11.9,110.5,25.0,1007.0,7.0,270.0,298.83148,1011.8306,-3.5719604,-7.2756195,21.761290565967943
b'2022080S09087',b'HALIMA',b'SI',2022.0,2022-03-30 09:00:00.000039936,-19.7,82.3,45.0,997.0,4.0,30.0,299.54242,1008.7506,-9.308289,6.7243805,11.230687591100512
